Date de début;Date de fin;Organisme;code zas;Zas;code site;nom site;type d'implantation;Polluant;type d'influence;Réglementaire;type d'évaluation;type de valeur;valeur;valeur brute;unité de mesure;taux de saisie;couverture temporelle;couverture de données;code qualité;validité;Latitude;Longitude
2023/03/07 00:00:00;2023/03/07 23:59:59;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04029;VERSAILLES;Périurbaine;NO2;Fond;Oui;mesures fixes;Moy. journalière;11.0;10.747826087;µg-m3;96.0;100;96.0;R;1;48.799168;2.130556
2023/03/08 00:00:00;2023/03/08 23:59:59;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04029;VERSAILLES;Périurbaine;NO2;Fond;Oui;mesures fixes;Moy. journalière;8.0;8.0208333333;µg-m3;100.0;100;100.0;A;1;48.799168;2.130556
2023/03/09 00:00:00;2023/03/09 23:59:59;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04029;VERSAILLES;Périurbaine;NO2;Fond;Oui;mesures fixes;Moy. journalière;5.3;5.2666666667;µg-m3;100.0;100;100.0;A;1;48.799168;2.130556
2023/03/10 00:00:00;2023/03/10 23:59:59;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04029;VERSAILLES;Périurbaine;NO2;Fond;Oui;mesures fixes;Moy. journalière;9.9;9.85;µg-m3;100.0;100;100.0;A;1;48.799168;2.130556
2023/03/11 00:00:00;2023/03/11 23:59:59;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04029;VERSAILLES;Périurbaine;NO2;Fond;Oui;mesures fixes;Moy. journalière;11.0;11.4458333333;µg-m3;100.0;100;100.0;A;1;48.799168;2.130556
2023/03/12 00:00:00;2023/03/12 23:59:59;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04029;VERSAILLES;Périurbaine;NO2;Fond;Oui;mesures fixes;Moy. journalière;4.4;4.3541666667;µg-m3;100.0;100;100.0;A;1;48.799168;2.130556
2023/03/13 00:00:00;2023/03/13 23:59:59;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04029;VERSAILLES;Périurbaine;NO2;Fond;Oui;mesures fixes;Moy. journalière;4.2;4.2291666667;µg-m3;100.0;100;100.0;A;1;48.799168;2.130556
2023/03/14 00:00:00;2023/03/14 23:59:59;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04029;VERSAILLES;Périurbaine;NO2;Fond;Oui;mesures fixes;Moy. journalière;11.0;11.4458333333;µg-m3;100.0;100;100.0;A;1;48.799168;2.130556
2023/03/15 00:00:00;2023/03/15 23:59:59;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04029;VERSAILLES;Périurbaine;NO2;Fond;Oui;mesures fixes;Moy. journalière;18.0;18.1708333333;µg-m3;100.0;100;100.0;A;1;48.799168;2.130556
2023/03/16 00:00:00;2023/03/16 23:59:59;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04029;VERSAILLES;Périurbaine;NO2;Fond;Oui;mesures fixes;Moy. journalière;21.0;21.4708333333;µg-m3;100.0;100;100.0;A;1;48.799168;2.130556
